"DIRECTORIO","SECUENCIA_P","ORDEN","HOGAR","REGIS","P6016","P6020","P6030S1","P6030S3","Edad_","P6050","P6070","P6081","P6081S1","P6083","P6083S1","P6071","P6071S1","P6090","P6140","P6150","P6100","P6110","P6120","P6125","P6160","P6170","P6175","P6210","P6210S1","P6220","P6269","CLASE","ESC","MES","DPTO","fex_c_2011","AREA","P6080","P6080S1","INGLABO"
5105508,1,1,1,10,1,2,1,1979,41,1,6,2,,2,,,,1,,,1,3,104000,2,1,2,,6,5,4,,1,16,1,15,"99,2087562549071",15,6," ",1500000
5105509,1,1,1,10,1,2,9,1960,59,1,6,2,,2,,,,1,,,1,3,103500,2,1,2,,6,3,2,2,1,14,1,15,"107,415523827924",15,6," ",1500000
5105510,1,1,1,10,1,2,12,1961,58,1,6,2,,2,,,,1,,,1,2,224000,2,1,2,,6,2,3,,1,13,1,15,"107,415523827924",15,6," ",2000000
5105511,1,1,1,10,1,1,7,1962,57,1,3,2,,2,,1,2,1,,,1,1,60000,2,1,2,,5,11,2,,1,11,1,15,"92,8811587156328",15,6," ",
5105512,1,1,1,10,1,1,5,1972,47,1,3,2,,2,,1,2,1,,,1,3,103500,2,1,2,,6,6,5,,1,17,1,15,"131,5947507565",15,6," ",
5105512,1,2,1,10,2,2,9,1976,43,2,3,2,,2,,1,1,1,,,1,1,98,2,1,2,,6,6,5,,1,17,1,15,"131,5947507565",15,6," ",
5105514,1,1,1,10,1,2,11,1999,20,1,6,2,,2,,,,1,,,1,1,33100,2,1,1,1,6,1,2,2,1,12,1,15,"181,772128554294",15,6," ",828116
5105514,1,2,1,10,2,2,12,2000,19,9,6,2,,2,,,,1,,,1,1,33100,2,1,1,1,6,1,2,2,1,12,1,15,"181,772128554294",15,6," ",828116
5105516,1,1,1,10,1,2,10,1985,34,1,6,2,,2,,,,1,,,1,1,200000,2,1,2,,6,5,4,,1,16,1,15,"109,840828174654",15,6," ",5000000
5105517,1,1,1,10,1,1,6,1983,36,1,1,3,,2,,1,2,1,,,2,1,258800,2,1,2,,6,10,5,,1,21,1,15,"149,790544793874",15,6," ",6470000
5105520,1,1,1,10,1,1,3,1973,46,1,3,3,,2,,1,2,1,,,1,1,600000,2,1,2,,6,3,3,,1,14,1,15,"129,259676664996",15,6," ",1500000
5105521,1,1,1,10,1,1,10,1943,76,1,6,3,,3,,,,1,,,1,2,192000,2,1,2,,6,5,4,,1,16,1,15,"111,456346165982",15,6," ",828100
5105522,1,1,1,10,1,1,1,1969,51,1,3,2,,2,,1,2,1,,,1,1,33124,2,1,2,,6,5,4,,1,16,1,15,"134,673589290149",15,6," ",828116
5105523,1,1,1,10,1,1,6,1983,36,1,2,2,,2,,1,2,2,1,8,,,,2,1,2,,4,6,,,1,6,1,15,"149,790544793874",15,6," ",650000
5105524,1,1,1,10,1,2,11,1969,50,1,4,3,,2,,,,1,,,1,5,,2,1,2,,3,5,,,1,5,1,15,"90,911758426665",15,6," ",240000
5105524,1,2,1,10,2,1,12,1996,23,3,6,2,,1,1,,,1,,,1,5,,2,1,2,,6,2,3,,1,13,1,15,"90,911758426665",15,6," ",1400000
5105524,1,3,1,10,3,1,8,1998,21,3,6,2,,1,1,,,1,,,1,1,40000,2,1,2,,5,11,2,,1,11,1,15,"90,911758426665",15,6," ",1000000
5105524,1,4,1,10,4,1,3,2000,19,3,6,2,,1,1,,,1,,,1,5,,2,1,2,,4,9,,,1,9,1,15,"90,911758426665",15,6," ",900000
5105525,1,1,1,10,1,1,6,1965,54,1,3,3,,3,,1,2,1,,,1,1,36000,2,1,2,,4,7,,,1,7,1,15,"129,259676664996",15,6," ",828116
5105526,1,1,1,10,1,1,11,1993,26,1,6,2,,2,,,,2,1,8,,,,2,1,2,,5,11,2,,1,11,1,15,"137,202792195598",15,6," ",550000
5105526,1,2,1,10,2,1,11,1995,24,5,6,2,,2,,,,2,1,8,,,,2,1,2,,4,9,,,1,9,1,15,"137,202792195598",15,6," ",500000
5105527,1,1,1,10,1,1,11,1948,71,1,4,3,,3,,,,1,,,2,2,80000,2,1,2,,4,9,,,1,9,1,15,"111,456346165982",15,6," ",
5105528,1,1,1,10,1,1,10,1967,52,1,4,3,,3,,,,1,,,3,,,2,1,2,,3,5,,,1,5,1,15,"147,834864115345",15,6," ",600000
5105530,1,1,1,10,1,1,6,1965,54,1,3,3,,3,,1,2,1,,,1,1,33100,2,1,2,,5,11,2,,1,11,1,15,"165,836529338773",15,6," ",1128116
5105530,1,3,1,10,3,1,6,1996,23,3,6,1,1,1,2,,,1,,,1,5,,2,1,2,,5,11,2,,1,11,1,15,"165,836529338773",15,6," ",700000
5105530,1,4,1,10,4,2,9,2000,19,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,15,"165,836529338773",15,6," ",280000
5105531,1,1,1,10,1,2,6,1971,48,1,4,2,,2,,,,1,,,1,5,,2,1,2,,6,7,5,,1,18,1,15,"122,807974185905",15,6," ",0
5105532,1,1,1,10,1,2,7,1971,48,1,6,3,,3,,,,1,,,1,1,44000,2,1,2,,5,11,2,,1,11,1,15,"136,5188846393",15,6," ",1100000
5105532,1,2,1,10,2,2,9,1999,20,3,6,2,,1,1,,,1,,,1,1,33200,2,1,1,2,6,0,2,2,1,11,1,15,"136,5188846393",15,6," ",470000
5105533,1,1,1,10,1,2,11,1976,43,1,4,3,,2,,,,1,,,3,,,2,1,2,,4,6,,,1,6,1,15,"119,739624383785",15,6," ",600000
5105534,1,1,1,10,1,2,2,1974,45,1,6,2,,2,,,,1,,,1,1,33100,2,1,2,,6,2,3,,1,13,1,15,"109,107552464039",15,6," ",828116
5105534,1,2,1,10,1,1,12,2003,16,3,6,2,,1,1,,,1,,,1,5,,2,1,1,1,4,9,,,1,9,1,15,"109,107552464039",15,6," ",60000
5105535,1,1,1,10,1,1,7,1997,22,1,3,2,,2,,2,,2,1,24,,,,2,1,2,,4,6,,,1,6,1,15,"117,783943705256",15,6," ",600000
5105536,1,1,1,10,1,2,4,1979,40,1,5,2,,2,,,,1,,,3,,,2,1,2,,3,1,,,1,1,1,15,"149,486030650551",15,6," ",180000
5105538,1,1,1,10,1,2,11,1985,34,1,6,2,,2,,,,1,,,1,1,33100,2,1,2,,6,7,5,,1,18,1,15,"109,840828174654",15,6," ",828116
5105539,1,1,1,10,1,1,2,1968,51,1,3,2,,2,,1,2,1,,,1,3,215000,2,1,2,,5,11,2,,1,11,1,15,"118,627604745249",15,6," ",4800000
5105539,1,2,1,10,2,2,2,1972,47,2,3,2,,2,,1,1,1,,,1,5,,2,1,2,,6,2,2,2,1,13,1,15,"118,627604745249",15,6," ",1000000
5105541,1,1,1,10,1,1,3,1958,61,1,3,3,,3,,2,,1,,,1,3,150000,2,1,2,,6,9,5,,1,20,1,15,"111,456346165982",15,6," ",3000000
5105542,1,1,1,10,1,2,1,1986,34,1,6,3,,2,,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,15,"136,5188846393",15,6," ",700000
5105543,1,1,1,10,1,1,3,2000,19,1,6,2,,2,,,,1,,,3,,,2,1,1,2,6,2,2,2,1,13,1,15,"117,783943705256",15,6," ",210000
5105545,1,1,1,10,1,2,3,1962,57,1,6,3,,2,,,,1,,,1,1,48000,2,1,2,,6,2,3,,1,13,1,15,"107,415523827924",15,6," ",3000000
5105546,1,1,1,10,1,2,8,1994,25,1,1,2,,2,,1,2,1,,,2,1,83600,2,1,1,2,6,6,4,,1,17,1,15,"129,259676664996",15,6," ",2090000
5105546,1,2,1,10,2,1,4,1988,31,2,1,2,,2,,1,1,1,,,2,1,83600,2,1,2,,6,5,4,,1,16,1,15,"129,259676664996",15,6," ",2090000
5105547,1,1,1,10,1,2,7,1993,26,1,1,2,,3,,2,,1,,,1,1,48000,2,1,2,,6,6,5,,1,17,1,15,"109,840828174654",15,6," ",1240000
5105548,1,1,1,10,1,2,5,1982,37,1,6,2,,2,,,,1,,,1,3,155000,2,1,2,,6,7,5,,1,18,1,15,"109,840828174654",15,6," ",3100000
5105549,1,2,1,10,2,1,3,2000,19,3,6,2,,1,1,,,1,,,3,,,2,1,1,1,6,0,2,2,1,11,1,15,"96,7834519081772",15,6," ",520000
5105550,1,1,1,10,1,1,1,1988,31,1,2,2,,2,,1,2,2,1,18,,,,2,1,2,,5,11,2,,1,11,1,15,"165,836529338773",15,6," ",720000
5105550,1,2,1,10,2,2,12,1978,41,2,2,3,,3,,1,1,2,1,18,,,,2,1,2,,5,11,2,,1,11,1,15,"165,836529338773",15,6," ",450000
5105550,1,3,1,10,3,1,7,2001,18,3,6,1,1,1,2,,,2,1,6,,,,2,1,2,,4,9,,,1,9,1,15,"165,836529338773",15,6," ",400000
5105552,1,1,1,10,1,2,8,1986,33,1,6,2,,2,,,,1,,,2,1,76000,2,1,2,,6,1,3,,1,12,1,15,"130,371696303532",15,6," ",1900000
5105553,1,1,1,10,1,1,6,1997,22,1,6,2,,2,,,,1,,,1,5,,2,1,1,2,6,4,2,2,1,15,1,15,"117,783943705256",15,6," ",200000
5105555,1,1,1,10,1,1,4,1995,24,1,6,2,,2,,,,1,,,1,1,52000,2,1,2,,6,5,4,,1,16,1,15,"117,783943705256",15,6," ",1300000
5105557,1,1,1,10,1,2,1,1963,57,1,5,3,,2,,,,1,,,1,4,,2,1,2,,5,11,2,,1,11,1,17,"151,163231284871",17,6," ",420000
5105557,1,3,1,10,3,1,7,1989,30,5,3,2,,2,,1,2,1,,,1,1,98,2,1,2,,5,11,2,,1,11,1,17,"151,163231284871",17,6," ",1100000
5105558,1,1,1,10,1,2,11,1985,34,1,2,3,,2,,1,2,1,,,1,5,,2,1,2,,6,2,3,,1,13,1,17,"338,101010379616",17,6," ",828116
5105558,1,2,1,10,2,1,12,1987,32,2,2,2,,3,,1,1,1,,,1,1,48000,2,1,2,,6,2,3,,1,13,1,17,"338,101010379616",17,6," ",1200000
5105559,1,2,1,10,2,2,11,1974,45,3,4,1,1,3,,,,1,,,1,1,33125,2,1,2,,6,2,3,,1,13,1,17,"150,117373279438",17,6," ",1600000
5105561,1,1,1,10,1,1,7,1944,75,1,6,2,,2,,,,1,,,3,,,2,1,2,,3,1,,,1,1,1,17,"185,842252998774",17,6," ",120000
5105562,1,1,1,10,1,1,9,1946,73,1,4,3,,3,,,,1,,,3,,,2,1,2,,4,9,,,1,9,1,17,"185,842252998774",17,6," ",200000
5105563,1,1,1,10,1,1,10,1979,40,1,4,3,,2,,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,17,"218,261150438448",17,6," ",80000
5105564,1,2,1,10,2,1,7,1997,22,3,6,3,,1,1,,,1,,,1,1,33125,2,1,1,1,6,1,2,2,1,12,1,17,"154,482821229227",17,6," ",828116
5105565,1,2,1,10,2,1,6,1972,47,3,6,3,,1,1,,,1,,,3,,,2,1,2,,4,8,,,1,8,1,17,"178,439535091155",17,6," ",200000
5105565,1,3,1,10,3,2,10,1963,56,3,4,3,,1,1,,,1,,,3,,,2,1,2,,3,5,,,1,5,1,17,"178,439535091155",17,6," ",250000
5105565,1,4,1,10,4,1,10,1988,31,4,6,2,,1,3,,,1,,,1,1,33125,2,1,2,,5,11,2,,1,11,1,17,"178,439535091155",17,6," ",828116
5105569,1,1,1,10,1,2,12,1962,57,1,4,3,,3,,,,1,,,3,,,2,1,2,,4,8,,,1,8,1,17,"153,590075954067",17,6," ",484000
5105570,1,1,1,10,1,1,4,1947,72,1,3,3,,3,,1,2,1,,,1,2,210000,2,1,2,,4,7,,,1,7,1,17,"154,022840926953",17,6," ",1800000
5105570,1,2,1,10,2,2,4,1950,69,2,3,3,,3,,1,1,1,,,1,5,,2,1,2,,4,8,,,1,8,1,17,"154,022840926953",17,6," ",230000
5105571,1,1,1,10,1,1,1,1963,56,1,2,3,,3,,1,2,1,,,1,1,33125,2,1,2,,3,3,,,1,3,1,17,"154,022840926953",17,6," ",1100000
5105572,1,1,1,10,1,1,9,1971,48,1,6,3,,3,,,,1,,,1,1,36000,2,1,2,,5,11,2,,1,11,1,17,"242,078359234797",17,6," ",900000
5105573,1,1,1,10,1,2,5,1982,37,1,4,3,,1,5,,,2,1,98,,,,2,1,2,,5,11,2,,1,11,1,17,"297,693517329163",17,6," ",880000
5105576,1,2,1,10,2,2,11,1955,64,2,3,3,,2,,1,1,1,,,1,5,,2,1,2,,5,11,2,,1,11,1,17,"154,022840926953",17,6," ",52500
5105577,1,3,1,10,3,2,3,1995,24,4,6,2,,2,,,,1,,,1,1,33125,2,1,2,,5,11,2,,1,11,1,17,"145,434759948321",17,6," ",828116
5105580,1,1,1,10,1,1,6,1997,22,1,6,1,2,2,,,,2,1,3,,,,1,1,1,1,6,4,2,2,1,15,1,17,"164,135616913418",17,6," ",700000
5105580,1,2,1,10,2,1,9,1964,55,5,4,3,,3,,,,1,,,1,1,48000,2,1,2,,6,3,3,,1,14,1,17,"164,135616913418",17,6," ",1200000
5105580,1,3,1,10,3,2,11,1991,28,5,6,1,2,2,,,,1,,,1,1,33125,2,1,2,,6,3,3,,1,14,1,17,"164,135616913418",17,6," ",828116
5105581,1,2,1,10,2,2,8,1964,55,2,3,2,,2,,1,1,1,,,1,5,,2,1,2,,5,11,2,,1,11,1,17,"154,022840926953",17,6," ",350000
5105582,1,1,1,10,1,2,4,1970,49,1,3,2,,3,,1,2,1,,,2,5,,2,1,2,,3,2,,,1,2,1,17,"182,982643356692",17,6," ",
5105586,1,1,1,10,1,1,8,1957,62,1,3,2,,2,,1,2,1,,,2,1,120000,2,1,2,,6,6,5,,1,17,1,17,"154,022840926953",17,6," ",3000000
5105587,1,1,1,10,1,2,1,1968,52,1,6,2,,3,,,,1,,,1,1,56000,2,1,2,,6,2,3,,1,13,1,17,"159,165434560343",17,6," ",1400000
5105588,1,1,1,10,1,1,3,1970,49,1,2,3,,2,,1,2,1,,,1,5,,2,1,2,,6,2,3,,1,13,1,17,"239,9747297759",17,6," ",900000
5105588,1,2,1,10,2,2,9,1980,39,2,2,3,,2,,1,1,1,,,1,1,33125,2,1,2,,5,11,2,,1,11,1,17,"239,9747297759",17,6," ",828116
5105590,1,2,1,10,2,1,8,1981,38,3,6,2,,1,1,,,1,,,1,3,103515,2,1,2,,6,2,3,,1,13,1,17,"177,840049723301",17,6," ",600000
5105592,1,1,1,10,1,2,3,1957,62,1,6,2,,3,,,,1,,,3,,,2,1,2,,4,7,,,1,7,1,17,"162,624529570278",17,6," ",200000
5105593,1,1,1,10,1,1,12,1985,34,1,6,2,,2,,,,1,,,1,3,103515,2,1,1,1,6,3,2,2,1,14,1,17,"218,261150438448",17,6," ",1000000
5105594,1,1,1,10,1,2,11,1979,40,1,6,2,,2,,,,1,,,1,1,120000,2,1,2,,6,5,4,,1,16,1,17,"159,165434560343",17,6," ",3000000
5105595,1,1,1,10,1,2,8,1984,35,1,2,2,,2,,1,2,1,,,1,3,800000,2,1,2,,6,9,5,,1,20,1,17,"182,982643356692",17,6," ",20000000
5105595,1,2,1,10,2,1,3,1989,30,2,2,2,,2,,1,1,1,,,1,1,80000,2,1,2,,6,9,5,,1,20,1,17,"182,982643356692",17,6," ",2000000
5105600,1,2,1,10,2,1,7,1956,63,2,1,3,,2,,1,1,1,,,1,4,,2,1,2,,3,5,,,1,5,1,17,"126,278125959442",17,6," ",
5105600,1,4,1,10,4,2,4,1987,32,3,4,3,,1,1,,,1,,,1,1,33125,2,1,2,,6,2,3,,1,13,1,17,"126,278125959442",17,6," ",828116
5105600,1,6,1,10,6,1,10,1993,26,5,6,2,,2,,,,1,,,1,1,33125,2,1,2,,6,2,3,,1,13,1,17,"126,278125959442",17,6," ",100000
5105601,1,1,1,10,1,2,11,1958,61,1,4,3,,3,,,,1,,,1,5,,2,1,2,,4,6,,,1,6,1,17,"234,076155959324",17,6," ",125000
5105601,1,4,1,10,1,1,4,1984,35,5,6,3,,3,,,,1,,,3,,,2,1,2,,3,5,,,1,5,1,17,"234,076155959324",17,6," ",100000
5105602,1,1,1,10,1,2,5,1974,45,1,3,1,4,1,5,1,2,1,,,1,1,33125,2,1,2,,5,11,2,,1,11,1,17,"200,000001698333",17,6," ",828116
5105602,1,2,1,10,2,1,12,1966,53,2,3,3,,3,,1,1,1,,,1,1,53200,2,1,2,,5,11,2,,1,11,1,17,"200,000001698333",17,6," ",1330000
5105606,1,2,1,10,2,1,6,1959,60,2,3,3,,2,,1,1,1,,,1,3,103515,2,1,2,,4,8,,,1,8,1,17,"154,022840926953",17,6," ",
5105607,1,2,1,10,2,1,2,1958,61,2,2,3,,3,,1,1,1,,,3,,,2,1,2,,3,5,,,1,5,1,17,"154,022840926953",17,6," ",514000
5105608,1,1,1,10,1,1,7,1947,72,1,2,3,,3,,1,2,1,,,1,2,99375,2,1,2,,3,2,,,1,2,1,17,"137,878929310429",17,6," ",
5105608,1,3,1,10,3,1,11,1992,27,3,6,1,1,1,2,,,1,,,1,3,103515,2,1,2,,5,11,2,,1,11,1,17,"137,878929310429",17,6," ",1200000
5105608,1,4,1,10,4,1,4,2000,19,3,6,1,1,1,2,,,1,,,1,5,,2,1,2,,5,10,1,,1,10,1,17,"137,878929310429",17,6," ",828116
5105609,1,2,1,10,2,2,11,1985,34,3,3,2,,1,1,1,3,1,,,2,1,88000,2,1,2,,6,6,5,,1,17,1,17,"240,394563337954",17,6," ",2200000
5105609,1,3,1,10,3,1,6,1983,36,5,3,3,,3,,1,2,1,,,1,1,67200,2,1,2,,6,5,4,,1,16,1,17,"240,394563337954",17,6," ",1680000
5105610,1,1,1,10,1,1,11,1996,23,1,1,2,,3,,1,2,1,,,1,1,33125,2,1,2,,6,3,3,,1,14,1,17,"119,204314147471",17,6," ",828116
5105610,1,2,1,10,2,2,3,1992,27,2,1,2,,1,3,1,1,1,,,1,1,41440,2,1,2,,5,11,2,,1,11,1,17,"119,204314147471",17,6," ",1036000
5105611,1,1,1,10,1,1,2,1955,64,1,3,2,,2,,1,2,2,1,24,,,,2,1,2,,3,3,,,1,3,1,17,"201,65725851965",17,6," ",500000
5105611,1,3,1,10,3,1,11,1981,38,3,6,1,1,1,2,,,1,,,1,3,250000,2,1,2,,6,5,4,,1,16,1,17,"201,65725851965",17,6," ",5000000
5105612,1,2,1,10,2,1,9,1995,24,4,6,3,,2,,,,2,1,1,,,,2,1,2,,5,11,2,,1,11,1,17,"154,482821229227",17,6," ",0
5105613,1,1,1,10,1,1,10,1996,23,1,3,2,,2,,1,2,2,2,,,,,2,1,2,,4,8,,,1,8,1,17,"243,294319720256",17,6," ",1200000
5105613,1,2,1,10,2,2,11,1998,21,2,3,2,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,1,11,1,17,"243,294319720256",17,6," ",300000
5105614,1,2,1,10,2,2,5,1962,57,3,5,3,,1,1,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,17,"250,198604802045",17,6," ",500000
5105615,1,1,1,10,1,2,6,1998,21,1,6,2,,2,,,,1,,,1,1,33125,2,1,2,,6,2,3,,1,13,1,17,"185,409488025888",17,6," ",828116
5105615,1,2,1,10,2,1,6,1997,22,5,6,2,,2,,,,1,,,1,1,33125,2,1,2,,5,11,2,,1,11,1,17,"185,409488025888",17,6," ",828116
5105615,1,3,1,10,3,2,11,1998,21,9,6,2,,2,,,,1,,,1,1,33125,2,1,2,,6,2,3,,1,13,1,17,"185,409488025888",17,6," ",828116
5105616,1,1,1,10,1,1,7,1984,35,1,3,2,,2,,1,2,1,,,1,1,33116,2,1,2,,5,11,2,,1,11,1,17,"239,9747297759",17,6," ",2500000
5105618,1,1,1,10,1,1,4,1947,72,1,3,3,,3,,1,2,1,,,1,2,238000,2,1,2,,3,4,,,1,4,1,17,"154,022840926953",17,6," ",280000
5105619,1,1,1,10,1,1,3,1966,53,1,3,3,,2,,1,2,1,,,1,5,,2,1,2,,5,11,2,,1,11,1,17,"182,982643356692",17,6," ",1000000
5105619,1,2,1,10,2,2,10,1965,54,2,3,3,,2,,1,1,1,,,1,1,33125,2,1,2,,5,11,2,,1,11,1,17,"182,982643356692",17,6," ",828116
5105620,1,1,1,10,1,1,9,1986,33,1,2,2,,2,,1,2,1,,,1,1,36000,2,1,2,,6,2,3,,1,13,1,17,"182,982643356692",17,6," ",900000
5105620,1,2,1,10,2,2,7,1989,30,2,2,2,,2,,1,1,1,,,1,1,60000,2,1,2,,6,5,4,,1,16,1,17,"182,982643356692",17,6," ",1500000
5105621,1,2,1,10,2,2,9,1971,48,3,6,3,,1,1,,,1,,,1,1,33125,2,1,2,,4,9,,,1,9,1,17,"119,204314147471",17,6," ",828116
5105623,1,1,1,10,1,2,1,1987,32,1,4,2,,2,,,,1,,,1,1,33125,2,1,2,,6,4,2,2,1,15,1,17,"158,719061922764",17,6," ",828116
5105624,1,1,1,10,1,1,1,1967,53,1,4,3,,1,2,,,2,1,2,,,,2,1,2,,3,5,,,1,5,1,17,"186,441738366627",17,6," ",900000
5105625,1,1,1,10,1,2,8,1967,52,1,2,3,,3,,2,,1,,,1,1,72000,2,1,2,,6,5,4,,1,16,1,18,"124,252768068778",18,6," ",1800000
5105626,1,1,1,10,1,2,11,1953,66,1,5,2,,2,,,,1,,,3,,,2,1,2,,3,5,,,1,5,1,18,"50,9377302884016",18,6," ",75000
5105627,1,3,1,10,3,1,6,1990,29,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,18,"110,907346372146",18,6," ",420000
5105627,1,6,1,10,6,1,9,1994,25,5,2,2,,2,,1,5,2,1,24,,,,2,1,2,,4,6,,,1,6,1,18,"110,907346372146",18,6," ",850000
5105629,1,2,1,10,2,1,2,1969,50,3,6,3,,1,1,,,1,,,3,,,2,1,2,,3,5,,,1,5,1,18,"72,583488258486",18,6," ",500000
5105630,1,1,1,10,1,2,6,1981,38,1,4,2,,2,,,,1,,,2,1,198000,2,1,2,,6,5,4,,1,16,1,18,"92,9034411137898",18,6," ",1980000
5105631,1,1,1,10,1,2,12,1949,70,1,5,3,,3,,,,1,,,3,,,2,1,2,,3,3,,,1,3,1,18,"50,9377302884016",18,6," ",200000
5105634,1,1,1,10,1,1,8,1979,40,1,3,2,,2,,1,2,1,,,3,,,2,1,2,,4,7,,,1,7,1,19,"130,988958489855",19,6," ",450000
5105635,1,2,1,10,2,2,12,1975,44,2,3,3,,2,,1,1,1,,,1,4,,2,1,2,,5,11,2,,1,11,1,19,"132,554768483036",19,6," ",900000
5105638,1,3,1,10,3,1,9,1952,67,5,4,3,,3,,,,2,1,120,,,,1,1,2,,4,7,,,1,7,1,19,"107,968645878926",19,6," ",600000
5105638,1,4,1,10,1,1,9,1971,48,5,6,3,,3,,,,2,1,120,,,,1,1,2,,6,2,2,2,1,13,1,19,"107,968645878926",19,6," ",700000
5105639,1,2,1,10,2,1,9,1975,44,3,4,3,,1,1,,,1,,,1,1,33000,2,1,2,,6,2,3,,1,13,1,19,"122,993847524656",19,6," ",800000
5105639,1,4,1,10,2,1,4,2000,19,4,6,2,,2,,,,1,,,1,1,40000,2,1,1,1,6,3,3,,1,14,1,19,"122,993847524656",19,6," ",1000000
5105640,1,2,1,10,2,2,11,1978,41,2,3,2,,2,,1,1,1,,,1,3,130000,2,1,2,,6,2,3,,1,13,1,19,"132,554768483036",19,6," ",3000000
5105640,1,3,1,10,3,1,1,1998,21,3,6,1,1,1,2,,,1,,,1,5,,2,1,1,1,6,5,3,,1,16,1,19,"132,554768483036",19,6," ",720000
5105643,1,3,1,10,3,2,11,1962,57,3,6,3,,1,1,,,1,,,3,,,2,1,2,,4,9,,,1,9,1,19,"72,3573497648269",19,6," ",800000
5105644,1,1,1,10,1,1,1,1947,73,1,3,3,,3,,1,2,1,,,1,5,,2,1,2,,3,5,,,1,5,1,19,"86,8173735246246",19,6," ",300000
5105644,1,3,1,10,1,2,10,1981,38,3,6,1,1,1,2,,,1,,,1,1,160000,2,1,2,,6,5,4,,1,16,1,19,"86,8173735246246",19,6," ",2800000
5105645,1,1,1,10,1,1,1,1979,41,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,5,11,2,,1,11,1,19,"147,082701749837",19,6," ",1000000
5105645,1,2,1,10,2,2,10,1985,34,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,1,11,1,19,"147,082701749837",19,6," ",1000000
5105646,1,1,1,10,1,2,10,1960,59,1,3,3,,3,,2,,1,,,1,5,,2,1,2,,3,3,,,1,3,1,19,"92,2816542119746",19,5," ",40000
5105647,1,1,1,10,1,2,7,1993,26,1,6,2,,2,,,,1,,,1,4,,2,1,2,,6,5,4,,1,16,1,19,"105,458456921558",19,6," ",1450000
5105648,1,1,1,10,1,1,7,1991,28,1,3,2,,2,,1,2,1,,,1,4,,2,1,2,,5,11,2,,1,11,1,19,"133,366560491332",19,6," ",850000
5105649,1,1,1,10,1,1,9,1962,57,1,3,3,,2,,1,2,1,,,1,1,33000,2,1,2,,3,5,,,1,5,1,19,"105,175867978592",19,6," ",900000
5105650,1,1,1,10,1,2,5,1989,30,1,4,3,,2,,,,1,,,2,5,,2,1,1,1,6,3,2,2,1,14,1,19,"119,986390188359",19,6," ",1200000
5105652,1,1,1,10,1,1,8,1949,70,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,1,5,1,19,"148,241760149987",19,6," ",600000
5105652,1,4,1,10,4,1,8,1965,54,5,3,3,,3,,1,3,1,,,3,,,2,1,2,,5,11,2,,1,11,1,19,"148,241760149987",19,6," ",700000
5105653,1,2,1,10,2,1,7,1993,26,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,6,3,2,2,1,14,1,19,"161,610635016638",19,6," ",1000000
5105654,1,1,1,10,1,2,4,1999,20,1,6,2,,2,,,,1,,,2,5,,2,1,1,1,6,0,2,2,1,11,1,19,"111,016244634412",19,6," ",450000
5105656,1,1,1,10,2,1,12,1950,69,1,2,3,,3,,1,2,1,,,1,1,33000,2,1,2,,6,2,3,,1,13,1,19,"98,3202004446552",19,6," ",1200000
5105656,1,2,1,10,2,2,6,1968,51,2,2,3,,3,,1,1,1,,,1,3,99,2,1,2,,6,2,3,,1,13,1,19,"98,3202004446552",19,6," ",2000000
5105658,1,1,1,10,1,2,12,1979,40,1,3,2,,2,,1,2,1,,,1,1,34000,2,1,2,,6,2,3,,1,13,1,19,"143,842915967104",19,6," ",828116
5105658,1,3,1,10,3,2,10,1998,21,3,6,1,2,1,1,,,1,,,3,,,2,1,1,1,6,2,3,,1,13,1,19,"143,842915967104",19,6," ",126000
5105659,1,1,1,10,1,1,8,1984,35,1,3,3,,2,,1,2,1,,,3,,,2,1,2,,3,2,,,1,2,1,19,"127,222049786419",19,6," ",400000
5105661,1,1,1,10,1,1,10,1984,35,1,2,2,,2,,1,2,1,,,1,4,,2,1,2,,5,11,2,,1,11,1,19,"124,700548986478",19,6," ",910000
5105662,1,1,1,10,1,2,5,1956,63,1,4,3,,3,,,,1,,,1,2,300000,2,1,2,,6,11,5,,1,22,1,19,"99,5134177143811",19,6," ",1000000
5105663,1,1,1,10,1,2,3,1981,38,1,6,2,,2,,,,1,,,2,1,200000,2,1,2,,6,6,5,,1,17,1,19,"109,074338672761",19,6," ",1500000
5105667,1,2,1,10,2,2,2,1976,43,2,2,3,,2,,1,1,1,,,1,5,,2,1,2,,5,11,2,,1,11,1,19,"105,175867978592",19,6," ",2000000
5105668,1,1,1,10,1,1,10,1973,46,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,4,9,,,1,9,1,19,"150,69858350104",19,6," ",1000000
5105668,1,2,1,10,2,2,8,1986,33,2,2,2,,2,,1,1,1,,,1,1,99,2,1,2,,5,11,2,,1,11,1,19,"150,69858350104",19,6," ",828000
